Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,views,votes
6,gizmokrap,"jul 16th, 2020 8:50 pm","july 18, 2020","jul 16th, 2020 9:19 pm",apparel,$5,2,up to 90%,thyme maternity,women's apparel,thyme maternity everything $5 in store! [hot],2031,3
7,blubbs,"jul 13th, 2020 12:26 pm","june 29, 2020","jul 16th, 2020 8:55 pm",computers & electronics,1399.99,35,$400,costco,computers & tablets/ereaders,"lg gram 17"" 17z90n laptop, i5-1035g7, 16gb, 512gb $1399.99 ($400 off)",6984,7
8,immad01,"jul 16th, 2020 8:10 pm","july 22, 2020","jul 16th, 2020 8:48 pm",beauty & wellness,20,1,_nan_,real canadian superstore,groceries,rcss no tax all week (july 16th through july 22nd) (gta stores),1524,0
9,davibe,"jul 14th, 2020 2:08 am","july 16, 2020","jul 16th, 2020 8:46 pm",computers & electronics,$97,7,$120,visions electronics,home theatre & audio,polk audio tsi cs10 high performance center speaker (cs10black-openbox) - $97,3863,3
10,pux420,"jun 29th, 2020 12:30 pm","july 12, 2020","jul 16th, 2020 8:41 pm",home & garden,214.99,155,20%,costco,home improvement & tools,garage epoxy $214.99,43931,23
11,solariseclipse,"may 24th, 2020 10:16 am",_nan_,"jul 16th, 2020 8:39 pm",home & garden,179,301,_nan_,lenovo canada,computers & electronics,lenovo l24q-30 23.8-inch qhd monitor 60-75hz 4ms ips $215.99 + hst + ebates 6% cb,68343,71
12,eljay0,"jul 10th, 2020 1:13 pm",_nan_,"jul 16th, 2020 8:33 pm",financial services,$79,92,$120,home depot,home & garden,chamberlain myq smart garage hub $79 + free google nest mini ($39-$69 value),19107,28
13,mercadorhg,"jul 16th, 2020 11:25 am","july 23, 2020","jul 16th, 2020 8:17 pm",computers & electronics,0$,19,100%,epic games,video games,epic free games 16 - 23 july torchlight ii,6145,115
14,aasoror,"jul 14th, 2018 12:00 am",_nan_,"jul 16th, 2020 8:03 pm",computers & electronics,14.88,1205,$73 off,american express,peripherals & accessories,[staples/thesource/wm/bb/costco] hp inkjet wireless 3-in-one instant-ink eligible printers from $60,355278,116
15,alli,"jul 16th, 2020 6:04 pm","june 26, 2020","jul 17th, 2020 9:13 am",beauty & wellness,17.99,33,6 off,petsmart,beauty supplies & personal care,disposable masks - medical grade astm level 2. made in usa. 50 masks for $17.99 plus &9.95 s&h,3191,0
16,stancehunter,"jul 15th, 2020 6:48 pm",_nan_,"jul 16th, 2020 7:53 pm",beauty & wellness,$15,15,14% off,home depot,beauty supplies & personal care,gta/ottawa $15 - 5 x 10 pack disposable face masks - non medical,2560,3
17,kongqyk,"jul 16th, 2020 5:15 am","may 27, 2020","jul 16th, 2020 7:53 pm",home & garden,128,31,14% off,home depot,home improvement & tools,ryobi 4.0 ah battery (2-pack) $102.4,4593,5
18,luckybaybee,"jul 15th, 2020 4:12 pm","july 16, 2020","jul 16th, 2020 7:50 pm",home & garden,_nan_,26,bogo,starbucks,restaurants,"starbucks happy hour is on 7/16, 2-7pm (bogo any handcrafted drink)",4626,9
19,jiffylube1024,"jul 10th, 2020 5:10 pm","june 22, 2020","jul 16th, 2020 7:47 pm",home & garden,404.99,42,24%,ebay.ca,appliances,dyson v10b (animal) refurb - $404.99 from dyson canada (ebay),9636,10
20,lefroset,"jul 16th, 2020 5:53 pm","july 7, 2020","jul 16th, 2020 7:46 pm",computers & electronics,649.99,1,$17,newegg,peripherals & accessories,($649.99+$9.99 shipping) synology ds420+ 4-bay nas,1225,3
21,immad01,"jul 16th, 2020 7:19 pm","august 4, 2020","jul 16th, 2020 7:41 pm",home & garden,_nan_,4,_nan_,amazon.ca,groceries,"club house, quality natural herbs & spices, seasoning pack, 6 count for $65 after $20 coupon",1384,-5
22,cslusarc,"jan 1st, 2020 12:32 am","july 3, 2020","jul 16th, 2020 7:38 pm",apparel,$12.99,382,~42% off,the bay,apparel,"2020 promo codes, coupons & 1-day sales",318354,131
23,ac131313,"jul 16th, 2020 1:44 am","july 16, 2020","jul 16th, 2020 7:36 pm",computers & electronics,89.99,25,40% + $10,staples,telecom,ooma telo (wired) and telo air 2 (wifi enabled) - $89.99 and $99.99 - home phone hub ($5/mo landline),3841,5
24,njoelk,"jun 5th, 2020 12:15 am","june 11, 2020","jul 16th, 2020 7:29 pm",computers & electronics,$230,31,$50,best buy,peripherals & accessories,"(restocked w/ backorder) acer nitro 23.8"" fhd 165hz 2ms gtg ips monitor (xv240y) $230",14431,13
25,itsnaeng,"jul 15th, 2020 7:48 am","july 16, 2020","jul 16th, 2020 7:27 pm",automotive,249.99,37,20% off,visions electronics,computers & electronics,sandisk ssd plus 2tb internal ssd - sata iii - $249.99,6847,0
26,ambronet,"jul 16th, 2020 2:58 pm",_nan_,"jul 16th, 2020 7:25 pm",computers & electronics,23.99,1,%70 off,bed bath and beyond,video games,shadow of the tomb raider: definitive edition - pc steam game $23.99,1056,1
27,jmons20,"jul 2nd, 2020 12:18 pm","july 7, 2020","jul 16th, 2020 7:23 pm",automotive,69.98,74,40$ off,canadian tire,automotive,collect $100 ct money on $250+ spend at canadian tire auto service centre,11473,-10
28,paaji,"jun 4th, 2020 1:51 am","june 23, 2020","jul 16th, 2020 7:21 pm",sports & fitness,69.99,54,$73 off,costco,home & garden,folding work table $69.99,36832,28
29,blubbs,"jul 3rd, 2020 12:21 pm","june 5, 2020","jul 16th, 2020 7:11 pm",computers & electronics,827.99,120,10$,samsung,cell phones,"samsung galaxy s10 lite (6.7"", 128gb, 8gb, sd855, 4500mah) us$431 / cad$585 (and note 10 lite cad$572)",28281,26
0,sayianprince,"jun 9th, 2020 4:12 pm",_nan_,"jul 16th, 2020 7:10 pm",restaurants,$0.99,383,_nan_,wendy's,fast food,wendys app free spicy chicken with purchase,97575,198
1,wittyg113,"jul 9th, 2020 2:47 pm","july 22, 2020","jul 16th, 2020 6:59 pm",home & garden,34.99,133,_nan_,the source,computers & electronics,xtreme gaming led backlit mechanical gaming keyboard - $34.99,26850,73
2,madgamer,"jul 13th, 2020 12:31 am",_nan_,"jul 16th, 2020 6:58 pm",computers & electronics,169.99,11,$30 (15%),amazon.ca,peripherals & accessories,xpg sx8200 pro 1tb 3d nand nvme gen3x4 pcie m.2 2280 solid state drive 169.99$,3915,0
3,sportznutt,"jul 16th, 2020 8:34 am","august 3, 2020","jul 16th, 2020 6:57 pm",computers & electronics,$699,18,$50,leon's,televisions,samsung 58” hdr 4k smart tv ($699) - $50 off,2435,0
4,cheapmanhawk,"jul 8th, 2020 12:58 pm","december 1, 2020","jul 16th, 2020 6:46 pm",automotive,$79,130,50% off,walmart,auto parts & accessories,walmart clearance on tires-50% off,35650,28
5,el'ation,"may 11th, 2020 2:38 pm",_nan_,"jul 16th, 2020 6:43 pm",kids & babies,69.99/kg,961,$6 off,costco,groceries,wagyu beef $69.99-$79.99/kg,222213,83
6,eljay0,"jul 16th, 2020 5:10 pm","july 4, 2020","jul 16th, 2020 6:43 pm",home & garden,$179,1,$120,lowe's,outdoors & patio,kobalt 13-amp 21-in corded electric lawn mower - $179,742,0
7,ssjlancer,"jul 6th, 2020 6:55 pm","july 27, 2020","jul 16th, 2020 6:39 pm",home & garden,1029,67,_nan_,lenovo canada,computers & electronics,"lenovo legion 5 gaming laptop 4600h, 120hz, gtx 1650 $1029 + 8% rakuten",18679,17
8,mystery,"jul 8th, 2020 6:17 pm","september 8, 2020","jul 16th, 2020 6:37 pm",financial services,$4,61,300$,dollarama,computers & electronics,"incase 13"" or 12"" macbook air sleeve $4",10650,22
9,gizmokrap,"jul 16th, 2020 1:02 pm","july 17, 2020","jul 16th, 2020 6:24 pm",computers & electronics,$5,7,up to 90%,steam,video games,banner saga franchise sale [hot],1975,6
10,bwabwa,"jul 16th, 2020 11:56 am",_nan_,"jul 16th, 2020 6:22 pm",kids & babies,$36.64,29,27%,amazon.ca,computers & electronics,"lightening deal - aluminum laptop riser (supports up to 15.6"")",6757,-7
11,rothamathoth,"jun 26th, 2020 3:54 pm","june 30, 2020","jul 16th, 2020 5:59 pm",travel,12.49,83,50% off,papa john's pizza,restaurants,[doordash] 50% off your first order,24900,-1
12,gananoque,"jul 16th, 2020 1:54 pm",_nan_,"jul 16th, 2020 5:55 pm",home & garden,_nan_,6,_nan_,canadian tire,home improvement & tools,worx canada ebay store tools and accessories sale,1671,7
13,rokask,"may 22nd, 2020 8:37 pm","august 4, 2020","jul 16th, 2020 5:45 pm",computers & electronics,$1329.99,132,$23 off,costco,telecom,internet (on) 75/10 $43 or 50/10 $40. 1 year contract,29469,5
14,misterlamed,"jul 6th, 2020 9:17 am","july 16, 2020","jul 16th, 2020 5:42 pm",computers & electronics,358.24,39,$39.97,national bank,telecom,[ymmv] [on] altima home internet down 50 mbps 39.99$ 75mbps 49.99$ 150mbps 59.99$,5565,-2
15,deal_with_singh,"jul 14th, 2020 1:53 pm","june 29, 2020","jul 16th, 2020 5:42 pm",financial services,$1999.99,35,$900 off,national bank,banking & investing,national bank direct brokerage - $0.99 commission for active traders! (100+trades per 3 months),5718,-1
16,wcdave,"jul 5th, 2020 1:12 am","july 17, 2020","jul 16th, 2020 5:40 pm",restaurants,369.99,22,25%,toms shoes,coffee & desserts,detour coffee - 25% off first three orders for new subscriptions,4187,12
17,gabbywc,"jun 15th, 2020 8:49 am",_nan_,"jul 17th, 2020 9:37 am",computers & electronics,$326.35,188,_nan_,factory direct,cell phones,xiaomi redmi note 9 pro 6 gb ram / 128 gb storage global version android phone for $326.35,33447,0
18,blue_lammer,"jun 27th, 2020 3:31 pm","august 4, 2020","jul 16th, 2020 5:36 pm",automotive,99.99,33,50%,amazon.ca,auto parts & accessories,$99 aukey dr03d front-back 1080p dash cam,7962,12
19,weedb0y,"jul 6th, 2020 10:28 pm",_nan_,"jul 16th, 2020 5:29 pm",home & garden,59.45,14,48%,amazon.ca,sports & fitness,"muscletech whey protein, triple chocolate brownie, 6 pound for $59.45 no tax",3902,-4
20,nexzen,"jul 8th, 2020 2:38 pm",_nan_,"jul 16th, 2020 5:26 pm",entertainment,_nan_,27,_nan_,costco,"books, music, movies, magazines",3 months free amazon music unlimited,6650,13
21,bluphyre,"jun 13th, 2020 3:16 pm","december 1, 2020","jul 16th, 2020 5:18 pm",restaurants,50%off,17,50%off,domino's pizza,restaurants,50% off all pizzas (ymmv) (mississauga / brampton),8239,13
22,ryansluman,"jun 15th, 2020 1:54 pm","july 16, 2020","jul 16th, 2020 5:11 pm",automotive,_nan_,237,15.95,canadian tire,financial services,ymmv? credit karma offering 50 ct dollars to activate triangle mastercard,33197,22
23,angultra,"jul 10th, 2020 9:25 pm","july 21, 2020","jul 16th, 2020 5:10 pm",computers & electronics,64.99,124,$15,nintendo,video games,nes and snes classic mini systems (refurbished) - $64.99 / $89.99,24128,52
24,minimo07,"jul 16th, 2020 4:38 pm","july 16, 2020","jul 16th, 2020 5:02 pm",automotive,50.99,4,$57,nintendo,computers & electronics,"amazon lightning deal, ends at 5:10 $50.99 monitor+laptop mount: screens up to 22lbs, notebook up to 15.6”",2217,0
25,immad01,"jul 16th, 2020 4:56 pm","july 22, 2020","jul 16th, 2020 4:56 pm",beauty & wellness,20,0,_nan_,real canadian superstore,home & garden,tera gear 13.7 x 9.8 inch cast iron griddle for $20 (gta),732,0
26,danzerino,"jul 13th, 2020 6:44 pm","july 27, 2020","jul 16th, 2020 4:50 pm",home & garden,1300,85,$145,costco,computers & electronics,iphone xs 64 gb for $889.99,20296,-73
27,presents,"jul 13th, 2020 2:14 pm","july 19, 2020","jul 16th, 2020 4:45 pm",apparel,179.99,32,14% off,costco,entertainment,itunes gift cards - $21.49 for $25 | $84.99 for $100 | $167.99 for $200 (members only),6679,27
28,riseagainstthemachine,"jul 2nd, 2020 10:03 am","january 1, 2021","jul 17th, 2020 9:17 am",restaurants,free,92,$27.00,microsoft store,apparel,kits - free glasses! just pay shipping.,25370,0
29,gasking,"jun 28th, 2020 8:49 pm","august 9, 2020","jul 16th, 2020 4:40 pm",home & garden,199.99,67,47%,canon.ca,appliances,ninja foodi digital air fryer oven $199.99 with promo code foodi30,17733,15
0,gasking,"jun 28th, 2020 8:49 pm","august 3, 2020","jul 16th, 2020 4:40 pm",home & garden,199.99,67,47%,canon.ca,appliances,ninja foodi digital air fryer oven $199.99 with promo code foodi30,17735,15
1,skyc88,"jul 15th, 2020 2:54 pm","july 22, 2020","jul 16th, 2020 4:39 pm",beauty & wellness,$7.47,7,44%,home hardware,other,sea foam for motor treatment $7.47 & gorilla duck tape $3.87,2293,3
2,vanquisher,"jul 16th, 2020 12:36 am","july 24, 2020","jul 16th, 2020 4:34 pm",computers & electronics,9.96,11,$69.99,walmart,video games,battlefield v ps4 & xboxone $9.96,2455,2
3,ashwani2k,"jun 30th, 2020 2:37 pm","july 24, 2020","jul 16th, 2020 4:34 pm",computers & electronics,181,95,33.4,amazon.ca,cell phones,"$181: umidigi f1 smartphone 6.3"" fhd+ 128gb rom 4gb ram 5150mah",17436,0
4,titaniumtux,"may 25th, 2020 2:34 pm","august 30, 2020","jul 16th, 2020 4:30 pm",financial services,100k pts,874,_nan_,president's choice,credit cards,get 100k pc optimum points when you sign up for a pc financial mastercard,140192,164
5,kingivan,"jul 16th, 2020 4:01 pm","july 21, 2020","jul 16th, 2020 4:21 pm",small business,4.99,2,@.00,staples,office supplies,"hp 20lb paper 500 sheets $4.99, $2.00off",917,0
6,blackdove77,"jul 6th, 2020 12:49 pm","july 19, 2020","jul 16th, 2020 7:37 pm",computers & electronics,85% off,517,100%,microsoft store,video games,watchdogs 2 pc version free for everyone,79986,0
7,idiotcanuck,"jul 3rd, 2020 11:58 am","july 7, 2020","jul 16th, 2020 4:21 pm",small business,4.99,61,65%,visions electronics,apparel,goggles4u online prescription glasses 65% off total order promo code,11803,15
8,gentlemandemon,"jul 13th, 2020 3:44 pm","july 18, 2020","jul 16th, 2020 4:19 pm",apparel,12.60,32,25% + 2pc,thyme maternity,home & garden,sharkclean.com up to $150 discount,5586,8
9,bobmtb,"may 22nd, 2020 2:53 pm",_nan_,"jul 16th, 2020 4:18 pm",automotive,$999.99,442,_nan_,canadian tire,auto parts & accessories,potential pricing error deal: u-haul trailer hitches,95993,106
10,eldealiosupremo,"jul 13th, 2020 6:25 pm","july 17, 2020","jul 16th, 2020 4:17 pm",computers & electronics,199,18,65%,best buy,home theatre & audio,harmon kardon onyx studio 5 bt speaker $199.99 ($579.99 original price),6982,1
11,nakedangel,"jul 16th, 2020 2:41 pm","july 18, 2020","jul 16th, 2020 4:05 pm",apparel,$3.10,3,80%,microsoft store,apparel,styledemocracy valentino online warehouse up to 80% off,911,-3
12,indubitably,"jul 12th, 2020 9:06 am","may 3, 2020","jul 17th, 2020 8:05 am",computers & electronics,19.99,132,$23 off,newegg,home theatre & audio,dudios true wireless earbuds - $19.99 with prime,28905,0
13,zoomcool80,"jul 16th, 2020 11:39 am",_nan_,"jul 16th, 2020 3:46 pm",home & garden,$60,19,$20 off,amazon.ca,computers & electronics,eufy 2k indoor cam pan & tilt $59.99 (after $20 off coupon),3070,8
14,thatdealguy,"jul 13th, 2020 9:07 pm",_nan_,"jul 16th, 2020 3:44 pm",restaurants,$279,71,_nan_,costco,groceries,"west (bc, ab, mb, sk) (july 13-19) (111)",23374,120
15,teekaytk,"jul 14th, 2020 8:11 am",_nan_,"jul 16th, 2020 3:38 pm",home & garden,740,27,_nan_,dell,computers & electronics,dell ultrasharp 27 4k uhd type c monitor - u2720q $740,4578,2
16,saku,"jul 13th, 2020 7:53 am",_nan_,"jul 16th, 2020 3:34 pm",computers & electronics,61.99,23,23%,amazon.ca,peripherals & accessories,anker soundcore life q20 bluetooth 5.0 headphones,6155,10
17,homie,"jul 16th, 2020 10:49 am","may 3, 2020","jul 16th, 2020 5:49 pm",financial services,11.22,44,_nan_,hsbc,groceries,"finish dishwasher detergent, quantum max, 80 tablets - $11.22 after coupon + s&s",4509,0
18,pjw918,"mar 19th, 2020 1:21 pm",_nan_,"jul 16th, 2020 3:09 pm",computers & electronics,$0,1070,$600,freedom mobile,cell phones,nationwide unlimited talk & text - $99/year prepaid,286662,156
19,marksmithy69,"feb 11th, 2020 1:48 pm","july 27, 2020","jul 16th, 2020 2:52 pm",home & garden,$6.74,594,up to $150,costco,outdoors & patio,weber genesis ii ce-330 - $999.99,211563,33
20,dealcanuck,"jul 15th, 2020 8:25 am",_nan_,"jul 16th, 2020 2:37 pm",beauty & wellness,459.96,37,_nan_,amazon.ca,computers & electronics,lg 27gl83a-b 27-inch 2.5k 144hz 1mz $459.96,5782,7
21,gena_mak,"jul 15th, 2020 11:09 am","july 20, 2020","jul 16th, 2020 2:37 pm",restaurants,$299.99,19,$20 credit,costco,home & garden,lagostina 13-piece 5-ply stainless-steel commercial cookware set $299.99,3254,-1
22,sohsay,"jul 13th, 2020 6:25 pm","july 17, 2020","jul 16th, 2020 2:37 pm",beauty & wellness,459.96,12,65%,hsbc,beauty supplies & personal care,50 non medical masks $12.99 (toronto),5001,10
23,cpfan,"jul 2nd, 2020 3:47 pm","july 14, 2020","jul 16th, 2020 2:27 pm",home & garden,138,20,$40 off,home depot,home improvement & tools,ryobi cordless power cleaner is price $178 or $138? ymmv,7935,1
24,mikea,"jul 10th, 2020 3:43 pm","july 16, 2020","jul 16th, 2020 2:23 pm",computers & electronics,89.99,64,8%,staples,computers & tablets/ereaders,[amazon.ca/the source.ca]amazon fire hd 8 (newest edition) $89.99,13632,2
25,pjw918,"jul 11th, 2020 3:54 pm",_nan_,"jul 16th, 2020 2:18 pm",computers & electronics,$0,65,$600,freedom mobile,cell phones,"$65/20gb, with free samsung a71",12003,7
26,g5spark,"jul 15th, 2020 9:39 am","december 1, 2020","jul 16th, 2020 2:10 pm",home & garden,_nan_,28,20%,amazon.ca,outdoors & patio,kamado joe joetisserie (rotisserie attachment) - $262,4300,4
27,cky312,"may 28th, 2020 7:39 pm","july 30, 2020","jul 16th, 2020 2:09 pm",financial services,39.98,304,56%,scotiabank,home & garden,[miele] hot!! free hepa filter with purchase of dust bag value pack $39.98+tax,57029,175
28,mrrfdxyz,"jul 11th, 2020 5:09 pm","august 2, 2020","jul 16th, 2020 1:58 pm",computers & electronics,399.99,24,100 off,costco,home theatre & audio,sony ht-x9000f - 2.1 ch soundbar-instore only-$399,6232,-4
29,chemicalxv,"jul 10th, 2020 2:10 pm","july 23, 2020","jul 16th, 2020 1:56 pm",entertainment,24.99,6,$15,best buy,"books, music, movies, magazines",best buy 4k disney/pixar/marvel steelbooks $24.99 (all-time low for all),1989,11
0,chemicalxv,"jul 10th, 2020 2:10 pm","july 23, 2020","jul 16th, 2020 1:56 pm",entertainment,24.99,6,$15,best buy,"books, music, movies, magazines",best buy 4k disney/pixar/marvel steelbooks $24.99 (all-time low for all),1992,11
1,tomas8x,"jul 16th, 2020 11:28 am",_nan_,"jul 16th, 2020 1:54 pm",home & garden,$174.99,6,20% to 30%,amazon.ca,computers & electronics,"silicon power 1tb nvme pcie gen3x4 m.2 2280 tlc r/w up to 3,400/3,000mb/s ssd - $174.99",1090,-6
2,chadw01,"jul 10th, 2020 5:15 pm","july 19, 2020","jul 16th, 2020 1:39 pm",home & garden,$789.99,117,$200 off,visions electronics,beauty & wellness,capillus 82 - laser therapy hair regrowth cap for treatment of hair loss & hair thinning - $789.99,18721,-25
3,mk316,"jul 5th, 2020 7:21 pm",_nan_,"jul 16th, 2020 1:36 pm",home & garden,39.99,164,_nan_,costco,other,brondell simplespa thinline dual nozzle bidet $39.99,33468,87
4,choob,"jul 16th, 2020 1:15 pm",_nan_,"jul 16th, 2020 1:29 pm",home & garden,_nan_,1,_nan_,canadian tire,apparel,tom's sample sale up to 70% off (classics for $30),1252,1
5,vanquisher,"jul 16th, 2020 12:40 am","july 24, 2020","jul 16th, 2020 1:26 pm",computers & electronics,39.96,13,_nan_,walmart,video games,star wars jedi fallen order ps4 & xboxone 39.96,2647,2
6,kojima,"jul 16th, 2020 12:03 pm","july 16, 2020","jul 16th, 2020 1:23 pm",home & garden,$199,1,nearly35%,best buy,appliances,ontarioonly insignia dehumidifier-35-pint $149.99 with 25% ontario instant energy rebate,872,1
